,index,번호,제목,평점,감상평
5042,8,18134450,쥬라기 월드: 도미니언,5,60분부터 120분까지 개지루함
5043,9,18134449,홀덤킹 : 에어라인,10,지루하지 않고 끝까지 잘봤어요.
5044,0,18134447,브로커,2,"졸려요... 시간이 아까웠다... 배우진 너무아깝고,,,"
5045,1,18134446,브로커,10,저는 개인적으로 재밌게 보고 왔습니다. 잔잔한 영화라는 걸 미리 알고 가면 볼만해요
5046,2,18134445,범죄도시2,10,너무 재밌게 봤어요
5047,3,18134443,작은 아씨들,7,"난 사람들이 지루하다고 하는 영화 대체로 참 재밌게 보는 편인데, 이 영화는 정말 지루했다. 왜 그랬을까? 감상을 하려고 해도 자꾸 튕겨나왔다. 다 봤지만 느껴지는게 없다."
5048,4,18134441,인터셉터,1,하도 빨리 돌려서 다보는데 30분 걸림
5049,5,18134440,쥬라기 월드: 도미니언,10,쥬라기 어벤져스랄까? 모두가 주인공~^^ 전편 주인공들이 짠하고 나타났을땐 반가워서 눈물이 찔끔 ㅋ 나만 늙은건ㄱㅏ? ㅋㅋㅋ 나름 앞으로 나아갈 인간의 미래에 대한 제시도 있는것같궁~ 한결같은 빌런의 죽음은 ㅋㅋ 재밌었다~! 블루 반가웠다~~
5050,6,18134439,범죄도시2,10,시간이 이렇게 빨리간 영화는 처음벌써 잡힐리가 했는데 2시간이 지나있었음
5051,0,18134438,범죄도시2,9,속이 뚫리는 시원시원한 액션에 감탄했습니다 재밌게 잘만든 영화라고 생각합니다
5052,1,18134437,범죄도시2,10,마동석님은 연기 최고 입니다.살인범역할하시분도 너무잘하셨어요.
5053,2,18134436,공기살인,7,진짜 저런걸로 장난치는것들은 크게 처벌해야하는데 참...그나저나 이선빈은 연기할때 보면 얼굴움직이면서 연기하는거 너무 인위적이고 연기를 못하는거 같음
5054,3,18134435,브로커,4,아이유믿고 보러갔다가 아이유만 보고나온영화
5055,4,18134434,범죄도시2,10,지루할 틈이 없고 액션이 짜릿합니다 꼭 보셨으면 좋겠습니다
5056,5,18134433,브로커,2,배우들 연기는 좋았습니다..제가 영화를 볼때 영화에 집중하면서 보는데 이번 영화 브로커는 너무 재미도 없고 감동도 없고 노잼이었습니다..돈이 아깝다는 생각을 처음해봅니다 ㅠㅠ감독님이 뭘 표현하고자 하는것도 잘모르겠고 배우들이 이영화에 출연하기에는 너무 아깝고 최고에 배우분들인데..
5057,6,18134432,브로커,10,라인업에 비해 스토리가 쬐금..ㅠ 그래두 조아용
5058,7,18134431,해피 데스데이,10,음 신선하면서 나름 재미게 봤어요
5059,8,18134430,브로커,2,보다가 잤음 아이유 자장가 부를때 같이 잠든듯
5060,9,18134429,브로커,9,"우리나라 영화와는 호흡이 많이 다르네요. 우리 배우와 장소가 나온다고 우리영화로 생각하고 본다면 잘 안맞을 수도 있을듯. 그냥 잔잔한 영화. 일본영화 특유의. 작가 메시지는 공감 되네요. 혈연 중심의 가족관이 여전히 우세한 우리나라를 포함한 아시아권에는 꼭 필요한 화두로 보임. 배우들의 연기는 흠 잡을데가 없는듯. 특히 송강호 배두나 투탑의 안정감은 돋보였던 같고, 이지은 특유의 눈물연기를 살짝 볼 수 있는 것도 좋았던것 같아요"
5061,0,18134428,브로커,10,너무 엄청나요 굿굿굿 제 인생 영화
5062,1,18134427,범죄도시2,10,재밌당 난 재밋게봤는데 재미없다는 사람도 있군 ㅋㅋㅋ
5063,2,18134426,브로커,1,개오글 대사도 상황도 심지어 연기도... 너무 오글거려서 보기 힘들었어요 뭐가 감동적인지 잘 모르겠고 로맨슨지 스릴런지 불륜인지 감동인지 그냥 다 때려 부은 느낌ㅜ
5064,3,18134425,인터셉터,1,보다가 끈 건 트렌스포머 3이후 처음
5065,4,18134424,범죄도시2,7,속편의 부담감을 많이 이겨낸 무난하게 괜찮은 코믹액션영화
5066,5,18134423,브로커,8,저는 재밌게 봤어요. 연기 구멍드 없고 초반 오프닝 음악도 좋고 약간의 신파가 있지만 뭐 이런 이야기에...있겠지
5067,6,18134422,브로커,8,"이지은 배우 연기가 좋았습니다. 가수 아이유의 이미지 전혀 생각나지 않았고 유소영 그 자체였어요. 잔잔한 영화라 화려한 걸 좋아하시는 분들은 지루하게 느끼실 겁니다. 주인공들의 서사가 이야기를 통해 전해지는 부분이 많아서 조금 아쉽기도 하지만··· 저는 개인적으로 좋았습니다. 영화가 끝나고 나니 어느새 주인공들이 행복하게 살기를 바라게 되더라고요. 소영아, 우성아, 상현아, 동수야, 해진아. 부디 앞으로 행복하기를 바라!"
5068,7,18134421,범죄도시2,10,와 역시 실망 시키지 않고 개꿀잼 ㅠㅠㅠㅠ 돈 주고 또 보고싶다
5069,8,18134420,내안의 그놈,1,뚱뚱한 애 딸린 아줌마를 사랑하는 조폭 두목에 엉성한 전개 도저히 끝까지 못 보겠더라
5070,9,18134419,범죄도시2,10,출연하신분들이 다 레게노연기에 추앙드립니닷
5071,0,18134418,범죄도시2,10,천만 기원합니다 .. 또 보고 싶을정도로 재밌었음 !
5072,1,18134417,범죄도시2,10,오랜만에 영화관가서 재미있게 보고 왔습니다. 3편도 너무너무 기대되네요! 얼른 나왔으면 좋겠어요 :)
5073,2,18134415,범죄도시2,10,뻔한 스토리지만 역시 마동석
5074,3,18134414,브로커,10,정말 집중해서 보았습니다. 보면서 정말 아름다운 이야기라고 생각했습니다. 호불호가 갈릴것같긴 한데 저는 호 였어요!! 영화가 끝난후 제가 아는 단어로는 표현을 하지 못할만큼 좋았습니다! 모든 배우들이 연기도 너무 잘하고 정말 최고의 영화입니다! 앞으로 여러번 보러갈 생각입니다
5075,4,18134413,범죄도시2,10,2시간동안 미친듯이 웃다 나왔습니다. 영화관에서 이렇게 웃어본건 정말 오랜만이에요 그리고 2시간이라는 길다면 긴 시간 동안 스토리도 잘 흘러가는 와중에 지루할 틈 하나 없이 모든 장면들이 너무 재미있었습니다! 한번 더 볼 예정인데 벌써 세번째네요 ??
5076,5,18134411,브로커,1,이거 쥬라기월드보다 평점 낮아야된다 진심
5077,6,18134410,브로커,6,메세지는 좋았으나 좋은 영화인지는 의문
5078,7,18134409,브로커,10,재미있었어요 추천합니다.
5079,8,18134408,범죄도시2,10,범죄도시는 1도 2도 너무 재밌네요 2번 봤습니다
5080,0,18134407,범죄도시2,10,범죄도시1보다 무거운느낌은 덜하고 코믹한장면도많아서 지루하지않고 무엇보다 마동석액션은 사이다를 넘어섰다. 천만영화가자~
5081,1,18134406,브로커,1,이 배우들을 데리고 어떠게 이런 작품을 만드는지…
5082,2,18134404,쥬라기 월드: 도미니언,2,VOD도 아깝고 내년 설에 해주면 보시길 ?너무지루해요
5083,3,18134403,범죄도시2,10,마동석이 다 때려부수는거 감상하는 영화 재밌어요
5084,4,18134402,인터셉터,1,갈등조장 영화인가요? 괜히 기분만 나빠지는 영화
5085,5,18134401,인터셉터,2,너무 영화적인 요소가 많이 첨가 되어있네요;; 액션도 어설프고 사회적인 이슈도 어거지로 담으려고 하니 네이버 평점도 이꼴이 난 것 같네요. 영화에서 다루고 있는 소재 자체는 흥미로웠습니다.
5086,6,18134400,브로커,8,"가족은 없지만 그들은 서로 가족이었음.한국인 입맛에 딱 맞지는 않은 것 같으나 일본 잔잔한 영화 좋아하는 사람이라면 충분히 재밌게 볼 수 있음.적어도 1,2점 별점 테러 받을 영화는 아님. 취향에 맞지 않는다고 영화를 욕할 자격이 생기는 건 아님."
5087,7,18134399,브로커,10,가족이란?! 한 번도 의심에 부치지 않았던 일명 ‘자연스러운’ 것들에 대해 다시 생각해보게 만든다.발화할 수 있는 입장에 있는 이들에게 발언권을 넘기는 감독님의 연출!
5088,8,18134398,쥬라기 월드: 도미니언,10,"난 개인적으로 너무 재밌게 본 영화였는데.. 오프닝도 긴장감 넘쳤었고 액션도 압도적이어서 너무 재밌게 봤음. 특히 중반부 몰타 추격전은 진짜 역대급으로 재밌게 본 장면. 다만 단점이라면 메뚜기가 너무 많이 나오는 것 같고, 악당이 너무 허무하게 패배한 느낌이라는 거.. 절대 이렇게 혹평받을 영화는 아니라고 생각함."
5089,0,18134396,브로커,2,최악의 영화임 차라리 피는 물보다 진하다가 더 볼만 했내요 애기 장사 하는 내용 이고 단순하고 지루하고 최악이내요
5090,1,18134395,범죄도시2,6,15세 관람가로 하기에는 너무 잔인했어요. (영화는 장이수가 다한 듯^^)
5091,2,18134394,소울,4,이젠 아이들 보는 애니메이션까지 빼앗은 어른들의 만행. 진짜 대단한 일이다. 다음 세대는 과연 이 세대를 어떻게 평가할까?
5092,3,18134393,브로커,2,진짜 딱 한 마디로 표현하자면 엥..?
5093,4,18134392,쥬라기 월드: 도미니언,1,절대 보지 마세요 진짜 재미없고 최악입니다
5094,5,18134391,그대가 조국,1,좌파 빨갱이들은 일단 ㅁㅈㅎ
5095,6,18134389,범죄도시2,8,"코믹액션인가, 범죄액션인가? 너무 코믹을 넣을려고 노력한게 난 왜 별루지ㅜ 장이수 빼곤 사실 그렇게 재미 있지도 않았음. ㅜ"
5096,7,18134388,범죄도시2,10,아주 많이 크게 재밌다.
5097,8,18134387,브로커,10,눈물나 태어나줘서 고마워
5098,0,18134386,증인,10,재미와 감동이 있는 영화. 여운이 오래 남아요
5099,1,18134385,쥬라기 월드: 도미니언,7,영상미는 그런대로 재미있게 봤지만 영화 처음부터 영화 끝날 때까지 자막 속도가 너무 빨라서 읽지도 못하고 계속 넘어가 굉장히 짜증나게 관람했음...한국어 더빙으로 봤어야 하는데...내 평가 점수는 100점 만점에 50점도 많이 주는 것임..
5100,2,18134384,그대가 조국,10,가슴이 먹먹해지더군요.그저 힘내시라는 말 밖엔...견뎌주시라는 말 밖엔...
5101,3,18134383,"아이, 로봇",10,평타 이상의 재미가 있음.
5102,4,18134382,캐시트럭,8,제이슨 스타뎀의 르와르 복수극~ 기대이상입니다.
5103,5,18134381,브로커,10,많은것을 생각하게 만드는 영화 배우들의 연기력이 인상적이었다
5104,6,18134379,그대가 조국,1,응 조국 구속될꺼같넹 ..이건 왜만든건가
5105,7,18134378,범죄도시2,8,역시 손석구의 연기력은
5106,8,18134377,브로커,1,마무리가 너무아쉬움 캐스팅 배우들이아까움
5107,9,18134376,쥬라기 월드: 도미니언,5,쓸데없이 블루 새끼 나온다고 광고해놓고 블루는 분량 10분도 안되는거 실화?블루 새끼도 분량 10분인듯…글고 차라리 메뚜기 말고 작은 공룡이라던가 좀 쥬라기 라는 주제에 맞게 냈어야지…넘 아쉽다
5108,0,18134375,악의 연대기,10,너무 재밌게 본 영화
5109,1,18134374,범죄도시2,10,와~~몰입도 최강이다!!!팝콘 먹을 시간도 없는 영화
5110,2,18134373,범죄도시2,10,마동석 손석구 연기 짱 범죄도시 시리즈 다 재밌음♡
5111,3,18134370,그대가 조국,1,참 좋은 영화입니다! 보는내내 마음이 아려와 포장마차에서 대선소주를 들이키고싶더군요..!!
5112,4,18134369,브로커,2,돈내구 보기 아까운 영화였다. 팝콘 콜라 맛있었다.
5113,5,18134368,브로커,1,너무 재미없었어요... 돈 너무 아까웠던 영화...
5114,6,18134367,단벌 신사,7,고전 영화지만 제법 재미있게 봤다
5115,7,18134366,범죄도시2,10,재밋께 잘봣어요 하하하
5116,8,18134365,범죄도시2,10,액션 타격감 최고입니다!
5117,9,18134364,브로커,10,감독과 배우 환상이었습니다.따뜻한 동화 한 편 본 기분입니다.
5118,0,18134363,브로커,6,배우들이 아까워요ㅠㅠㅠㅠ '태어나줘서 고맙다'는 얘기를 하고 싶은 것 같긴 한데...
5119,1,18134362,4등,7,남문철 배우님 삼가 고인의 명복을 빕니다
5120,2,18134361,브로커,9,고레에다식 위로. 결핍이 언제나 부정적인 방향은 아님을 말해준다. 꾸준히.
5121,3,18134360,쥬라기 월드: 도미니언,4,불면증을 앓고 계신가요? 이 영화를 적극 추천합니다! 4dx인데도 보면서 졸았음
5122,4,18134359,브로커,6,차라리 이 배우 라인 업으로 스릴러를 만들면 긴장감이라도 있었을텐데
5123,5,18134358,브로커,9,평점을 보고 재미없으면 어떡하지 걱정했는데 생각보다 재미있었어요
5124,6,18134357,범죄도시2,6,1편에 비해 조금 자극적이지만 그래도 볼만 했습니다.
5125,7,18134356,브로커,2,중간에 졸았습니다.
5126,8,18134354,브로커,1,재미도...감동도 없었어요ㅠ우성이만 귀여움ㅋ
5127,0,18134354,브로커,1,재미도...감동도 없었어요ㅠ우성이만 귀여움ㅋ
5128,1,18134353,미스트,10,가장 이성적이고 냉철하며 숭고한 행동을 한 사람들이 죽음으로서 결국 이러한 영웅주의도 인간군상 중 하나일 뿐 완전한 것이 아님을 보여준 작품. 마지막 울부짖음이 뒷 통수를 제대로 가격했다.
5129,2,18134352,범죄도시2,7,1. 1편의 주요 코믹포인트를 너무 그대로 갖다써서 재미가 반감됨2. 손석구는 칼부터 휘두르는데 손석구 적들은 왜 어깨부터 잡는지...3. 메가땡땡 일반상영으로 봤는데 영화표값은 비싼데 화질은 옛날 HD수준도 안됨 닥터스트 볼땐 화질나쁘단생각 안했는데...극장이 문제인지 영화 촬영카메라 퀄이 문제인지...솔직히 실망했고 3편도 이런식이면 극장이 아닌 우리집 거실에서 볼예정
5130,3,18134351,브로커,10,"진짜.. 인생영화입니다.. 한동안 자극적인 영화만 봐서 너무 질리고 영화를 볼때마다 기가 빨리는 듯한 느낌이 들었는데 브로커는 진짜 잔잔한 감동을 주네요.. 눈물포인트가 너무 많아서 계속 울면서 봤습니다. 배우들 연기도 감정 전달이 너무 잘돼서 몰입감있게 볼 수 있었고, 여러므로 느낀게 참 많은 영화입니다"
5131,4,18134350,닥터 스트레인지: 대혼돈의 멀티버스,9,제목 그대로 대혼돈 그자체
5132,5,18134349,브로커,1,진짜 결말에 김빠지고 물음표 20개는 떠다닌듯 정색하고 봤음
5133,6,18134348,브로커,10,고레에다 히로카즈 감독님의 작품은 늘형편 없는 내 자신을 돌아보게 한다.그런데 이상하게 위로 받는다.영화를 보는 내내 그들과 함께해서안심이 됐다. 하나의 메세지의 변주.여전히 필요한 이야기...그래서 이 영화가 고맙다.
5134,7,18134347,브로커,1,브로커... 그냥 집에서 자는게 더 이득
5135,8,18134346,브로커,1,진짜 내용 이해 하나도 안가네요...
5136,9,18134345,애프터 양,1,어떤 분이 중국 찬양하는 영화라 했을 때 보지 말았어야 했다. 브래드피트 제작사가 중국자본을 얼마나 받았는지 모르겠지만 영화 진행상 굳이 없어도 될 대사들이 뜬금포로 나오고. 한국계 영화 감독과 한국 배우가 왜 이런 영화를 찍었나 싶다. 중국의 4000년 역사 어쩌고 어설픈 노자 얘기며 결국 아시아인의 뿌리가 중국이라는 이야기를 대놓고 하는데 아주 나긋나긋 졸립게 잘 풀어가는 영화. 좋은 취지와 소재를 중국 범벅으로 버려놓고 증거도 없는 말로 우기면 다 중국 너네것이 되는 이런 기록의 영화를 감독은 남기고 싶었나? 이런 영화를 좋다고 하는 사람들 참 맘도 좋다. 이런식으로 중국 동북공정 사상이 스며드는 것이다. 정신 똑바로 차리세요 . 중국 머시기 떠나서도 참 지루한 영화입니다. 한마디로 좋은 소재와 감독의 취지를 중국을 섞어가며 잘못 풀었어요.
